Type,Identification,Field,Locale,Market,Status,Default content,Translated content
PRODUCT_VARIANT,'40018813124680,option1,fr,,,L,
PRODUCT_VARIANT,'40018813157448,option1,fr,,,XL,
PRODUCT_VARIANT,'40018813190216,option1,fr,,,2XL,
PRODUCT_VARIANT,'40022052372552,option1,fr,,,S,
PRODUCT_VARIANT,'40022052405320,option1,fr,,,M,
PRODUCT_VARIANT,'40022052438088,option1,fr,,,L,
PRODUCT_VARIANT,'40022052470856,option1,fr,,,XL,
PRODUCT_VARIANT,'40022052503624,option1,fr,,,2XL,
PRODUCT_VARIANT,'40022056337480,option1,fr,,,M,
PRODUCT_VARIANT,'40022056337480,option2,fr,,,S,
PRODUCT_VARIANT,'40022056370248,option1,fr,,,M,
PRODUCT_VARIANT,'40022056370248,option2,fr,,,M,
PRODUCT_VARIANT,'40022056403016,option1,fr,,,M,
PRODUCT_VARIANT,'40022056403016,option2,fr,,,L,
PRODUCT_VARIANT,'40022056435784,option1,fr,,,M,
PRODUCT_VARIANT,'40022056435784,option2,fr,,,XL,
PRODUCT_VARIANT,'40022056468552,option1,fr,,,M,
PRODUCT_VARIANT,'40022056468552,option2,fr,,,2XL,
PRODUCT_VARIANT,'40022056534088,option1,fr,,,L,
PRODUCT_VARIANT,'40022056534088,option2,fr,,,S,
PRODUCT_VARIANT,'40022056566856,option1,fr,,,L,
PRODUCT_VARIANT,'40022056566856,option2,fr,,,M,
PRODUCT_VARIANT,'40022056599624,option1,fr,,,L,
PRODUCT_VARIANT,'40022056599624,option2,fr,,,L,
PRODUCT_VARIANT,'40022056632392,option1,fr,,,L,
PRODUCT_VARIANT,'40022056632392,option2,fr,,,XL,
PRODUCT_VARIANT,'40022056665160,option1,fr,,,L,
PRODUCT_VARIANT,'40022056665160,option2,fr,,,2XL,
PRODUCT_VARIANT,'40022056730696,option1,fr,,,XL,
PRODUCT_VARIANT,'40022056730696,option2,fr,,,S,
PRODUCT_VARIANT,'40022056763464,option1,fr,,,XL,
PRODUCT_VARIANT,'40022056763464,option2,fr,,,M,
PRODUCT_VARIANT,'40022056796232,option1,fr,,,XL,
PRODUCT_VARIANT,'40022056796232,option2,fr,,,L,
PRODUCT_VARIANT,'40022056829000,option1,fr,,,XL,
PRODUCT_VARIANT,'40022056829000,option2,fr,,,XL,
PRODUCT_VARIANT,'40022056861768,option1,fr,,,XL,
PRODUCT_VARIANT,'40022056861768,option2,fr,,,2XL,
PRODUCT_VARIANT,'40022413246536,option1,fr,,,S,
PRODUCT_VARIANT,'40022413279304,option1,fr,,,M,
PRODUCT_VARIANT,'40022413312072,option1,fr,,,L,
PRODUCT_VARIANT,'40022413344840,option1,fr,,,XL,
PRODUCT_VARIANT,'40022413377608,option1,fr,,,2XL,
PRODUCT_VARIANT,'40022453846088,option1,fr,,,S,
PRODUCT_VARIANT,'40022453878856,option1,fr,,,M,
PRODUCT_VARIANT,'40022453911624,option1,fr,,,L,
PRODUCT_VARIANT,'40022453944392,option1,fr,,,XL,
PRODUCT_VARIANT,'40022453977160,option1,fr,,,2XL,
PRODUCT_VARIANT,'40022454272072,option1,fr,,,S,
PRODUCT_VARIANT,'40022454304840,option1,fr,,,M,
PRODUCT_VARIANT,'40022454337608,option1,fr,,,L,
PRODUCT_VARIANT,'40022454370376,option1,fr,,,XL,
PRODUCT_VARIANT,'40022454403144,option1,fr,,,2XL,
PRODUCT_VARIANT,'40022455287880,option1,fr,,,S,
PRODUCT_VARIANT,'40022455320648,option1,fr,,,M,
PRODUCT_VARIANT,'40022455353416,option1,fr,,,L,
PRODUCT_VARIANT,'40022455386184,option1,fr,,,XL,
PRODUCT_VARIANT,'40022455418952,option1,fr,,,2XL,
PRODUCT_VARIANT,'40022462496840,option1,fr,,,S,
PRODUCT_VARIANT,'40022462529608,option1,fr,,,M,
PRODUCT_VARIANT,'40022462562376,option1,fr,,,L,
PRODUCT_VARIANT,'40022462595144,option1,fr,,,XL,
PRODUCT_VARIANT,'40022462627912,option1,fr,,,2XL,
PRODUCT_VARIANT,'40022462660680,option1,fr,,,3XL,
PRODUCT_VARIANT,'40022470787144,option1,fr,,,S,
PRODUCT_VARIANT,'40022470819912,option1,fr,,,M,
PRODUCT_VARIANT,'40022470852680,option1,fr,,,L,
PRODUCT_VARIANT,'40022470885448,option1,fr,,,XL,
PRODUCT_VARIANT,'40022470918216,option1,fr,,,2XL,
PRODUCT_VARIANT,'40022470950984,option1,fr,,,3XL,
PRODUCT_VARIANT,'40022476324936,option1,fr,,,S,
PRODUCT_VARIANT,'40022476357704,option1,fr,,,M,
PRODUCT_VARIANT,'40022476390472,option1,fr,,,L,
PRODUCT_VARIANT,'40022476423240,option1,fr,,,XL,
PRODUCT_VARIANT,'40022476456008,option1,fr,,,2XL,
PRODUCT_VARIANT,'40022479339592,option1,fr,,,S,
PRODUCT_VARIANT,'40022479372360,option1,fr,,,M,
PRODUCT_VARIANT,'40022479405128,option1,fr,,,L,
PRODUCT_VARIANT,'40022479437896,option1,fr,,,XL,
PRODUCT_VARIANT,'40022479470664,option1,fr,,,2XL,
PRODUCT_VARIANT,'40022488154184,option1,fr,,,S,
PRODUCT_VARIANT,'40022488186952,option1,fr,,,M,
PRODUCT_VARIANT,'40022488219720,option1,fr,,,L,
PRODUCT_VARIANT,'40022488252488,option1,fr,,,XL,
PRODUCT_VARIANT,'40022488285256,option1,fr,,,2XL,
PRODUCT_VARIANT,'40028910026824,option1,fr,,,S,
PRODUCT_VARIANT,'40028910059592,option1,fr,,,M,
PRODUCT_VARIANT,'40028910092360,option1,fr,,,L,
PRODUCT_VARIANT,'40028910125128,option1,fr,,,XL,
PRODUCT_VARIANT,'40028910157896,option1,fr,,,2XL,
PRODUCT_VARIANT,'40028910190664,option1,fr,,,3XL,
PRODUCT_VARIANT,'40028916940872,option1,fr,,,S,
PRODUCT_VARIANT,'40028916973640,option1,fr,,,M,
PRODUCT_VARIANT,'40028917006408,option1,fr,,,L,
PRODUCT_VARIANT,'40028917039176,option1,fr,,,XL,
PRODUCT_VARIANT,'40028917071944,option1,fr,,,2XL,
PRODUCT_VARIANT,'40028919365704,option1,fr,,,S,
PRODUCT_VARIANT,'40028919398472,option1,fr,,,M,
PRODUCT_VARIANT,'40028919431240,option1,fr,,,L,
PRODUCT_VARIANT,'40028919464008,option1,fr,,,XL,
PRODUCT_VARIANT,'40028919496776,option1,fr,,,2XL,
PRODUCT_VARIANT,'40028923953224,option1,fr,,,S,
PRODUCT_VARIANT,'40028923985992,option1,fr,,,M,
PRODUCT_VARIANT,'40028924018760,option1,fr,,,L,
PRODUCT_VARIANT,'40028924051528,option1,fr,,,XL,
PRODUCT_VARIANT,'40028924084296,option1,fr,,,2XL,
PRODUCT_VARIANT,'40029235707976,option1,fr,,,S,
PRODUCT_VARIANT,'40029235740744,option1,fr,,,M,
PRODUCT_VARIANT,'40029235773512,option1,fr,,,L,
PRODUCT_VARIANT,'40029235806280,option1,fr,,,XL,
PRODUCT_VARIANT,'40029235839048,option1,fr,,,2XL,
PRODUCT_VARIANT,'40029235871816,option1,fr,,,3XL,
PRODUCT_VARIANT,'40029317103688,option1,fr,,,S,
PRODUCT_VARIANT,'40029317136456,option1,fr,,,M,
PRODUCT_VARIANT,'40029317169224,option1,fr,,,L,
PRODUCT_VARIANT,'40029317201992,option1,fr,,,XL,
PRODUCT_VARIANT,'40029317234760,option1,fr,,,2XL,
PRODUCT_VARIANT,'40029375791176,option1,fr,,,S,
PRODUCT_VARIANT,'40029375823944,option1,fr,,,M,
PRODUCT_VARIANT,'40029375856712,option1,fr,,,L,
PRODUCT_VARIANT,'40029375889480,option1,fr,,,XL,
PRODUCT_VARIANT,'40029375922248,option1,fr,,,2XL,
PRODUCT_VARIANT,'40029773922376,option1,fr,,,S,
PRODUCT_VARIANT,'40029773955144,option1,fr,,,M,
PRODUCT_VARIANT,'40029773987912,option1,fr,,,L,
PRODUCT_VARIANT,'40029774020680,option1,fr,,,XL,
PRODUCT_VARIANT,'40029774053448,option1,fr,,,2XL,
PRODUCT_VARIANT,'40029775626312,option1,fr,,,S,
PRODUCT_VARIANT,'40029775659080,option1,fr,,,M,
PRODUCT_VARIANT,'40029775691848,option1,fr,,,L,
PRODUCT_VARIANT,'40029775724616,option1,fr,,,XL,
PRODUCT_VARIANT,'40029775757384,option1,fr,,,2XL,
PRODUCT_VARIANT,'40029776674888,option1,fr,,,S,
PRODUCT_VARIANT,'40029776707656,option1,fr,,,M,
PRODUCT_VARIANT,'40029776740424,option1,fr,,,L,
PRODUCT_VARIANT,'40029776773192,option1,fr,,,XL,
PRODUCT_VARIANT,'40029776805960,option1,fr,,,2XL,
PRODUCT_VARIANT,'40029776838728,option1,fr,,,3XL,
PRODUCT_VARIANT,'40029801840712,option1,fr,,,S,
PRODUCT_VARIANT,'40029801873480,option1,fr,,,M,
PRODUCT_VARIANT,'40029801906248,option1,fr,,,L,
PRODUCT_VARIANT,'40029801939016,option1,fr,,,XL,
PRODUCT_VARIANT,'40029801971784,option1,fr,,,2XL,
PRODUCT_VARIANT,'40029802004552,option1,fr,,,3XL,
PRODUCT_VARIANT,'40029818650696,option1,fr,,,S,
PRODUCT_VARIANT,'40029818683464,option1,fr,,,M,
PRODUCT_VARIANT,'40029818716232,option1,fr,,,L,
PRODUCT_VARIANT,'40029818749000,option1,fr,,,XL,
PRODUCT_VARIANT,'40029818781768,option1,fr,,,2XL,
PRODUCT_VARIANT,'40030443077704,option1,fr,,,S,
PRODUCT_VARIANT,'40030443110472,option1,fr,,,M,
PRODUCT_VARIANT,'40030443143240,option1,fr,,,L,
PRODUCT_VARIANT,'40030443176008,option1,fr,,,XL,
PRODUCT_VARIANT,'40030443208776,option1,fr,,,2XL,
PRODUCT_VARIANT,'40030458511432,option1,fr,,,S,
PRODUCT_VARIANT,'40030458544200,option1,fr,,,M,
PRODUCT_VARIANT,'40030458576968,option1,fr,,,L,
PRODUCT_VARIANT,'40030458609736,option1,fr,,,XL,
PRODUCT_VARIANT,'40030458642504,option1,fr,,,2XL,
PRODUCT_VARIANT,'40030864244808,option1,fr,,,S,
PRODUCT_VARIANT,'40030864277576,option1,fr,,,M,
PRODUCT_VARIANT,'40030864310344,option1,fr,,,L,
PRODUCT_VARIANT,'40030864343112,option1,fr,,,XL,
PRODUCT_VARIANT,'40030864375880,option1,fr,,,2XL,
PRODUCT_VARIANT,'40030869913672,option1,fr,,,S,
PRODUCT_VARIANT,'40030869946440,option1,fr,,,M,
PRODUCT_VARIANT,'40030869979208,option1,fr,,,L,
PRODUCT_VARIANT,'40030870011976,option1,fr,,,XL,
PRODUCT_VARIANT,'40030870044744,option1,fr,,,2XL,
PRODUCT_VARIANT,'40030874239048,option1,fr,,,S,
PRODUCT_VARIANT,'40030874271816,option1,fr,,,M,
PRODUCT_VARIANT,'40030874304584,option1,fr,,,L,
PRODUCT_VARIANT,'40030874337352,option1,fr,,,XL,
PRODUCT_VARIANT,'40030874370120,option1,fr,,,2XL,
PRODUCT_VARIANT,'40030874927176,option1,fr,,,S,
PRODUCT_VARIANT,'40030874959944,option1,fr,,,M,
PRODUCT_VARIANT,'40030874992712,option1,fr,,,L,
PRODUCT_VARIANT,'40030875025480,option1,fr,,,XL,
PRODUCT_VARIANT,'40030875058248,option1,fr,,,2XL,
PRODUCT_VARIANT,'40030876500040,option1,fr,,,S,
PRODUCT_VARIANT,'40030876532808,option1,fr,,,M,
PRODUCT_VARIANT,'40030876565576,option1,fr,,,L,
PRODUCT_VARIANT,'40030876598344,option1,fr,,,XL,
PRODUCT_VARIANT,'40030876631112,option1,fr,,,2XL,
PRODUCT_VARIANT,'40033384235080,option1,fr,,,30,
PRODUCT_VARIANT,'40033384235080,option2,fr,,,30L,
PRODUCT_VARIANT,'40033384267848,option1,fr,,,30,
PRODUCT_VARIANT,'40033384267848,option2,fr,,,32L,
PRODUCT_VARIANT,'40033384300616,option1,fr,,,31,
PRODUCT_VARIANT,'40033384300616,option2,fr,,,30L,
PRODUCT_VARIANT,'40033384333384,option1,fr,,,31,
PRODUCT_VARIANT,'40033384333384,option2,fr,,,32L,
PRODUCT_VARIANT,'40033384366152,option1,fr,,,32,
PRODUCT_VARIANT,'40033384366152,option2,fr,,,30L,
PRODUCT_VARIANT,'40033384398920,option1,fr,,,32,
PRODUCT_VARIANT,'40033384398920,option2,fr,,,32L,
PRODUCT_VARIANT,'40033384431688,option1,fr,,,33,
PRODUCT_VARIANT,'40033384431688,option2,fr,,,30L,
PRODUCT_VARIANT,'40033384464456,option1,fr,,,33,
PRODUCT_VARIANT,'40033384464456,option2,fr,,,32L,
PRODUCT_VARIANT,'40033384497224,option1,fr,,,34,
PRODUCT_VARIANT,'40033384497224,option2,fr,,,30L,
PRODUCT_VARIANT,'40033384529992,option1,fr,,,34,
PRODUCT_VARIANT,'40033384529992,option2,fr,,,32L,
PRODUCT_VARIANT,'40033384562760,option1,fr,,,36,
PRODUCT_VARIANT,'40033384562760,option2,fr,,,30L,
PRODUCT_VARIANT,'40033384595528,option1,fr,,,36,
PRODUCT_VARIANT,'40033384595528,option2,fr,,,32L,
PRODUCT_VARIANT,'40033384628296,option1,fr,,,38,
PRODUCT_VARIANT,'40033384628296,option2,fr,,,30L,
PRODUCT_VARIANT,'40033384661064,option1,fr,,,38,
PRODUCT_VARIANT,'40033384661064,option2,fr,,,32L,
PRODUCT_VARIANT,'40033384693832,option1,fr,,,40,
PRODUCT_VARIANT,'40033384693832,option2,fr,,,30L,
PRODUCT_VARIANT,'40033384726600,option1,fr,,,40,
PRODUCT_VARIANT,'40033384726600,option2,fr,,,32L,
PRODUCT_VARIANT,'40033384759368,option1,fr,,,42,
PRODUCT_VARIANT,'40033384759368,option2,fr,,,30L,
PRODUCT_VARIANT,'40033384890440,option1,fr,,,42,
PRODUCT_VARIANT,'40033384890440,option2,fr,,,32L,
PRODUCT_VARIANT,'40033390985288,option1,fr,,,30,
PRODUCT_VARIANT,'40033390985288,option2,fr,,,30L,
PRODUCT_VARIANT,'40033391018056,option1,fr,,,30,
PRODUCT_VARIANT,'40033391018056,option2,fr,,,32L,
PRODUCT_VARIANT,'40033391050824,option1,fr,,,31,
PRODUCT_VARIANT,'40033391050824,option2,fr,,,30L,
PRODUCT_VARIANT,'40033391083592,option1,fr,,,31,
PRODUCT_VARIANT,'40033391083592,option2,fr,,,32L,
PRODUCT_VARIANT,'40033391116360,option1,fr,,,32,
PRODUCT_VARIANT,'40033391116360,option2,fr,,,30L,
PRODUCT_VARIANT,'40033391149128,option1,fr,,,32,
PRODUCT_VARIANT,'40033391149128,option2,fr,,,32L,
PRODUCT_VARIANT,'40033391181896,option1,fr,,,33,
PRODUCT_VARIANT,'40033391181896,option2,fr,,,30L,
PRODUCT_VARIANT,'40033391214664,option1,fr,,,33,
PRODUCT_VARIANT,'40033391214664,option2,fr,,,32L,
PRODUCT_VARIANT,'40033391247432,option1,fr,,,34,
PRODUCT_VARIANT,'40033391247432,option2,fr,,,30L,
PRODUCT_VARIANT,'40033391280200,option1,fr,,,34,
PRODUCT_VARIANT,'40033391280200,option2,fr,,,32L,
PRODUCT_VARIANT,'40033391312968,option1,fr,,,36,
PRODUCT_VARIANT,'40033391312968,option2,fr,,,30L,
PRODUCT_VARIANT,'40033391345736,option1,fr,,,36,
PRODUCT_VARIANT,'40033391345736,option2,fr,,,32L,
PRODUCT_VARIANT,'40033391378504,option1,fr,,,38,
PRODUCT_VARIANT,'40033391378504,option2,fr,,,30L,
PRODUCT_VARIANT,'40033391411272,option1,fr,,,38,
PRODUCT_VARIANT,'40033391411272,option2,fr,,,32L,
PRODUCT_VARIANT,'40033391444040,option1,fr,,,40,
PRODUCT_VARIANT,'40033391444040,option2,fr,,,30L,
PRODUCT_VARIANT,'40033391476808,option1,fr,,,40,
PRODUCT_VARIANT,'40033391476808,option2,fr,,,32L,
PRODUCT_VARIANT,'40033391509576,option1,fr,,,42,
PRODUCT_VARIANT,'40033391509576,option2,fr,,,30L,
PRODUCT_VARIANT,'40033391542344,option1,fr,,,42,
PRODUCT_VARIANT,'40033391542344,option2,fr,,,32L,
PRODUCT_VARIANT,'40033469005896,option1,fr,,,4XL,
PRODUCT_VARIANT,'40033470316616,option1,fr,,,4XL,
PRODUCT_VARIANT,'40033472184392,option1,fr,,,3XL,
PRODUCT_VARIANT,'40033472217160,option1,fr,,,4XL,
PRODUCT_VARIANT,'40033472544840,option1,fr,,,3XL,
PRODUCT_VARIANT,'40033478312008,option1,fr,,,S,
PRODUCT_VARIANT,'40033478344776,option1,fr,,,M,
PRODUCT_VARIANT,'40033478377544,option1,fr,,,L,
PRODUCT_VARIANT,'40033478410312,option1,fr,,,XL,
PRODUCT_VARIANT,'40033478443080,option1,fr,,,2XL,
PRODUCT_VARIANT,'40033478475848,option1,fr,,,3XL,
PRODUCT_VARIANT,'40033730396232,option1,fr,,,4XL,
PRODUCT_VARIANT,'40034115190856,option1,fr,,,4XL,
PRODUCT_VARIANT,'40034117025864,option1,fr,,,3XL,
PRODUCT_VARIANT,'40034118795336,option1,fr,,,3XL,
PRODUCT_VARIANT,'40034123808840,option1,fr,,,3XL,
PRODUCT_VARIANT,'40034125086792,option1,fr,,,3XL,
PRODUCT_VARIANT,'40034126102600,option1,fr,,,3XL,
PRODUCT_VARIANT,'40034127708232,option1,fr,,,3XL,
PRODUCT_VARIANT,'40034130722888,option1,fr,,,3XL,
PRODUCT_VARIANT,'40034133803080,option1,fr,,,3XL,
PRODUCT_VARIANT,'40034136555592,option1,fr,,,3XL,
PRODUCT_VARIANT,'40034142814280,option1,fr,,,3XL,
PRODUCT_VARIANT,'40034150416456,option1,fr,,,3XL,
PRODUCT_VARIANT,'40034155593800,option1,fr,,,3XL,
PRODUCT_VARIANT,'40034162540616,option1,fr,,,3XL,
PRODUCT_VARIANT,'40034165784648,option1,fr,,,3XL,
PRODUCT_VARIANT,'40034176270408,option1,fr,,,3XL,
PRODUCT_VARIANT,'40034181873736,option1,fr,,,3XL,
PRODUCT_VARIANT,'40034186494024,option1,fr,,,3XL,
PRODUCT_VARIANT,'40034190327880,option1,fr,,,3XL,
PRODUCT_VARIANT,'40034192818248,option1,fr,,,3XL,
SELLING_PLAN,'796950600,name,fr,,,Annually,
SELLING_PLAN,'796950600,option1,fr,,,Annually,
SELLING_PLAN,'871137352,name,fr,,,Delivered every 3 months,
SELLING_PLAN,'871137352,option1,fr,,,3 Months,
SELLING_PLAN,'871170120,name,fr,,,Annually,
SELLING_PLAN,'871170120,option1,fr,,,Annually,
SELLING_PLAN,'871497800,name,fr,,,Delivered every 6 months,
SELLING_PLAN,'871497800,option1,fr,,,6 Months,
SELLING_PLAN_GROUP,'154861640,name,fr,,,Inveterate Selling Plan,
SELLING_PLAN_GROUP,'154861640,option1,fr,,,Billed,
SELLING_PLAN_GROUP,'187826248,name,fr,,,Subscribe & Save,
SELLING_PLAN_GROUP,'187826248,option1,fr,,,Frequency,
SELLING_PLAN_GROUP,'187859016,name,fr,,,Inveterate Selling Plan,
SELLING_PLAN_GROUP,'187859016,option1,fr,,,Billed,
SHOP,'22040084552,meta_title,fr,,,"Best High Quality, Soft, Slim Fitted T-Shirts for Men - True Classic","Meilleurs t-shirts ajustés, doux et de haute qualité pour hommes - True Classic"
SHOP,'22040084552,meta_description,fr,,,"We produce butter soft, affordable, high quality fitted premium tees for men. Super versatile shirts that can be worn for any occasion including date nights, chilling at home or athletic activities.","Nous produisons des t-shirts haut de gamme doux au beurre, abordables et de haute qualité pour hommes. Des chemises super polyvalentes qui peuvent être portées en toute occasion, y compris les soirées en amoureux, pour se détendre à la maison ou pour les activités sportives."
SHOP_POLICY,'11702992968,body,fr,,,"<h1><span> Refund policy </span> <span>Return &amp; Exchange Policy</span> &nbsp;</h1>
Thanks for&nbsp;shopping with True Classic.&nbsp; We’re confident you’ll love your purchase, but in the event that you aren’t 100% satisfied, we’re here to assist.&nbsp;&nbsp; You can always reach out to our customer support team at&nbsp;support@trueclassictees.com&nbsp;at any time, or through live chat during business hours.&nbsp;&nbsp; The below Return and&nbsp;Exchange policy will provide the context in which you are eligible for a return on your order.
<h3>How many days do I have to return or exchange an item?</h3>
All US and Canada orders are eligible for a return or exchange of any item within 30 days of purchase,&nbsp;with the exception of items marked as Final Sale (those Final Sale items will NOT be eligible for a return or exchange).&nbsp; All items must be unworn, unwashed, unaltered, and returned in their original packaging.&nbsp;&nbsp;
<h3>How do I request a return?&nbsp;</h3>
Please submit your return request below. We will provide a pre-paid return shipping label. For damaged/defective items please contact us directly. <a href=""https://trueclassictees.happyreturns.com/"">trueclassictees.happyreturns.com</a> &nbsp; What if I received a damaged or defective item?&nbsp; Please contact our support team at&nbsp;support@trueclassictees.com&nbsp;and we will take care of you right away. If I am exchanging an item, when will I receive my exchange?&nbsp; Once your return tracking is updated,&nbsp;our automated system will process&nbsp;your replacement exchange order. You will receive an automated email when your exchange has been processed.&nbsp;
<h3>If I am returning an item for a refund, when will I receive my refund? For how much will the refund be?</h3>
Once your return tracking is updated,&nbsp;our automated system will process&nbsp;your refund and&nbsp;credit your original payment method.&nbsp; Please allow 3-5 business days for your refund to be processed by your bank. We will refund you for all items that are returned, less the original cost of shipping.
<h3>Will you provide me with a shipping label?</h3>
Yes, we will provide a prepaid shipping label for all returns and exchanges. What if I entered the wrong address? While we are limited to changes on an order, we will make every effort to fix this if the order has not yet been prepared for shipment.&nbsp; Please contact us immediately. We will also make every effort to get your order to you. You may, however, be responsible for shipping costs for the reshipment of your item(s).
<h3>What if I am a Canadian customer?</h3>
The above policy applies to Canadian customers as well.&nbsp; Please keep in mind that we are unable to refund any duties or taxes.
<h3>What if I have additional questions?</h3>
For any further questions regarding our Return Policy, please reach out to our customer service team at&nbsp;support@trueclassictees.com&nbsp;at any time, or through live chat during business hours.&nbsp; We look forward to helping.&nbsp;
<style><!--
        h1 {
            text-align: center; 
            line-height: 1; 
            display: flex; 
            flex-direction: column;
        }
        h1 span:nth-child(1) {
            font-size: 2rem;
        }
        h1 span:nth-child(2) {
            font-size: 12px;
        }

        h3 {
            margin: 0;
            padding: 0;
            margin-top: 2rem;
        }
    
--></style>",
